,condition,review
108988,0,"""I have been on Ortho Tri Cyclen for two years and rapidly gained over 15 pounds after the first year. I never felt full after a meal, and would always crave sweets. Finally, 3 months ago I decided to go on Zarah, a generic brand of Yasmin. Before I was on birth control, I was 104 pounds. 3 months ago, I was 131 pounds and started becoming very concerned about my weight. After being on Zarah for these 3 months I am now 123.0 pounds! I&#039;m happier and less worried, and I want to lose at least 4 more pounds. This is a huge difference for me as birth control is something I need to be on to prevent any more cysts from forming. I&#039;ve had two burst in less than two weeks and had to be hospitalized."""
109989,0,"""The Nexplanon is effective in preventing pregnancy. However, I experienced two pretty severe side effects while using it. A week after insertion I developed terrible acne, then about two months in experienced depression. I do not have a history of depression or a family history of this. It came out of no where very quickly and was really quite bad, the worst of it lasting a week or so then slowly fading away. I felt right away that it was likely the Nexplanon. I had it removed and my symptoms ceased and have not had a reoccurrence of depression or the acne since having it removed."""
110796,1,"""Zantac really helped my 7 year old out with his acid reflux. He has been vomiting for nearly 2 years. More at night than during the day.  He now has been on Zantac for 2 months now and he has no problem with acid reflux."""
110801,0,"""After an injury with a chainsaw. I was put on morphine. It made me feel &quot;thick&quot; &amp; groggy. It also didn&#039;t cut the pain. I asked my Dr. To put me on oxycodone &amp; Oxycontin. I found this to be better at reducing pain without the brain fog."""
110949,0,"""Started Stribild January 2014. CD4 was 900, viral load 16000 at time I started. After 20 days I had bloods done to check how it was working including liver, kidney function tests and bone density test. Results where outstanding. After just 20 days CD4 was 1200 and viral load undetectable. Kidney and liver working normal and bone density normal. I take it in the morning with food. In the first week I suffered very slight side effects, loose stool and slight dizziness within two hours of taking it. Now feel no side effects at all. In fact feel like I have a lot more energy.  I recommend this medicine it works really well."""
111065,0,"""I used exforge for approx 2 months at first. It was ok no real side effects but after 2 months could hardly walk as muscles in legs were so sore. Also weight gain approx 5 kilos. After I stopped taking the medicine, within 2 days the sore legs stopped. Still having trouble losing weight gain."""
111136,1,"""WORKED for my GERD......BUT I had not done my homework and mistakenly thought (since it&#039;s flu season) that the raging flu symptoms I had for 3 weeks in a row were just bad luck - I had caught them ALL! one right after another! NO! Most noteable symptom is screaming burning diarrhea but seriously.....I&#039;ve been off it a week and up all night again tonight with diarrhea because I ate today. This is awful. When will my gut be back to normal....? I&#039;m taking probiotic acidophlus and cheap previously reliable anti-diarrhea pills, no relief!  One month now without a solid stool, this can&#039;t be good, calling the Dr on Monday since stopping the med has not corrected the problem."""
111261,0,"""I have been taking birth control pills for many years and Orth Tri-Cyclen Lo has been very tolerable with no side-effects besides one: PREGNANCY. I thought it was better than all the others I&#039;ve tried since it didn&#039;t give me headaches or nausea, but I&#039;d take headaches and nausea any day over this. I took this pill exactly as directed, at the same time every morning, never missing a single pill. I avoided foods and medication that could possible interfere with the pill&#039;s effectiveness. After a year of being on Ortho Tri-Cylcen Lo and having periods you could set your watch to, I noticed I was a day late. Unfortunately, I have become part of that very small percentage of women that becomes pregnant while taking hormonal contraception."""
111280,1,"""I have been using Miralax and psyllium every night for about a year and wanted to try Linzess, but my doctor was hesitant to let me try it.  Possible side effects.  Anyway, after some research, I realized the Nexium I have been using causes a Magnesium deficiency.  So now I take a multi-mineral capsule and a 500mg Magnesium capsule 3 times a day with meals.  I have been able to cut back on my prescribed medications and have some hope that I will be able to get off them completely by adjusting my mineral intake.  Try this, because your bowels cannot function without enough minerals."""
111485,0,"""Terrible. My girlfriend does not want to have sex at all (which she did before, very often) and she is not even nice anymore, and she is constantly tired. This is the worst thing ever made. The whole point of this birth control is to just make the woman be such a B***H that nobody would even want to get her pregnant. Sorry, just being honest."""
111515,0,"""I took gianvi, the generic of Yaz for two months. I had some breakthrough bleeding and cramps near my original start date, and still bad cramps during the sugar pills.

My acne cleared up big time. But I started getting melasma (dark spots) on my cheeks, especially near my eyes. 

No weight gain.

Huge, huge decrease in libido.

Currently trying to find something else."""
111658,0,"""I have tried so many medications over the years to treat depression and BPD. My doctor prescribed this medication and I know this sounds silly but I could feel it&#039;s effects the second day. Getting back to my old self. No emotional out bursts of anger. On the road to recovery!!"""
111812,1,"""My pregnancy has brought on horrible acid reflex. I spend most of my days puking acid, and being on fire. This occurs from NOT eating, AND eating. I&#039;ve never experienced anything like this fire. I&#039;ve tried Nexium, tums, Maalox. None helped me. I bought Zantac just two days ago, and its made a change. I still have to be very strict on timing, and what brings on even harsher acid. 
HERE IS THE ZANTAC STEPS THAT WORK FOR ME. 
Eat, and let the acid come on. I don&#039;t take it till my food has gone down a bit. Maybe 30 mins after. Its hard to stand the sizzle, but if I take it too soon, I don&#039;t feel it. 
So I take it with a small amount of water at first. 
It&#039;s pretty intense, but fast working."""
112018,0,"""Trulicity has the absolute worst delivery system of any injectable I have ever taken. I have used it twice and both times I have no idea how much of the medicine actually gets in my body. When I pull away the injection apparatus it seems that the majority of the medication is dripping down my stomach from the injection site. Do you know how expensive this drug is to have it not go in my system? ......and I can&#039;t take another CAUSE I DONT KNOW HOW MUCH OF THE FIRST DOSE WENT IN!!!!!"""
112258,1,"""I was taking Omeprazole 20 mg/day continuously since 10/2012 for acid Reflux.  There was no appreciable effect felt. 2 months back my doctor increased to 1 tablet of 40mg/day. I found good improvement in my appetite and acid reflux problem. But 1 week back onwards I have shortness of breadth even with light work and I could not lie flat. I saw the result of a survey on this website and I am 68. I want to ask doctor again immediately."""
112283,0,"""Amazing medication in its capabilities.  The challenge is staying healthy and avoiding infections, specifically sinus infections for me.  It has been a miracle drug and I hope to continue using it because it&#039;s given me back my life."""
112452,0,"""I am 18 years old. I have already been taking birth control pills before but I was tired of taking them everyday because sometimes I would forget so my doctor did recommend me getting the Skyla since I had heavy bleeding also. I got scheduled to do it December 30th it  was the worst pain ever . I couldn&#039;t take it at all when my doctor tried to dilate my cervix so I had to get it done at the hospital and they put me to sleep. I got this done January 8th, had bleeding ever since but its very light and I have to wear panty liners everyday. I love the skyla but the bleeding isn&#039;t my favorite."""
112582,1,"""I have been taking Dexilant for over a year now.  I had many of these symptoms for a few months with the gas and bloating, but after a few months of taking it that has all gone away. I did not have diarrhea or vomiting, but some constipation. I am wonderful everyday now unless I don&#039;t take it even one day and then I am miserable again with the heartburn. """
112617,0,"""I was on 30mgs Opana ER dailu and it was discontinued.  My doc moved me to 8mg Exalgo/day.  It&#039;s not working well, doesn&#039;t last 24 hours and every 2-4 hours I start getting chills and runny nose.  I think I just might be on too low of a dose.  Too bad I can&#039;t get in to my doc sooner."""
112689,0,"""After trying 3 different medicines and a countless number of dosage combinations we found out that my body was not absorbing the tablets properly and the gel capsules allow my body to absorb the proper amounts. After having thyroid cancer at 15 and not being able to find anything that really worked I&#039;m glad we tried this. The only downside is the cost since it is almost triple what I have been paying for every other medications."""
112902,1,"""I&#039;ve had years of GERD without any food triggers and daily heartburn. Protonix was a dream! It is, however, very expensive. My insurance had it on its drug list and dropped it this year. A 30 day supply is $120! I&#039;ve had to switch to Nexium."""
112937,1,"""Why wasn&#039;t I given this sooner."""
112975,0,"""I was put on Alesse 28, it&#039;s the first birth control I&#039;ve been on and my overall experience has been good. When I first went on it I could barely keep my hands of my boyfriend but I blame it mostly on having a slight hormone imbalance. I also experienced an increase in breast size but I was told that it was a possible side effect. Then I missed a pill and even though I followed procedure it triggered my period. Then after that I kept spotting and was getting really frustrated. It would stop for a couple days then start up again for a couple days, then it magically stopped and I didn&#039;t have any problems after that. I found out later that you can have spotting within the first three months. Other then that I have less acne and lighter periods."""
113203,1,"""In January 2014, I was diagnosed (after having an endoscopy and colonoscopy) with Acid Reflux and severe IBS. They put me on the usual PPI inhibitors and acid reducers. Two months later, I was in the ER with severe gastritis. The doctor ultimately concluded that some of the erosive spots in my stomach had turned into a stress ulcer (I&#039;m a PhD student). He prescribed sucraflate. I cannot express enough gratitude in being prescribed this. After taking it for about three months, I was almost GERD, Ulcer, IBS free. So, I stopped taking it. For about 8 months I was fine, but some of my symptoms have started to reappear. Again, as soon as I took the sucraflate, I had almost immediate relief! If nothing works, take Sucraflate."""
113557,0,"""Lutera is discontinued now and I miss it. It was the best birth control I&#039;d had, no side effects. Mild bloating, but everything else was great on it."""
113878,1,"""This is the only thing that works. """
114012,0,"""I was prescribed compazine in 1989 for severe morning sickness during the forth month of my second pregnancy.  By the third day, I was rushed to the hospital because my chin locked over my left shoulder, my tongue hung out of my mouth impeding my speech, the muscles in my eyes froze, keeping me from blinking.  My five year old got home from school and found me drooling on my self, grunting b/c I could not speak.  Good thing I&#039;d taught her how to call 911. Shortly, an ambulance drove up and rushed me to the emergency room.  They thought I&#039;d had a stroke.  Luckily, I had the vile of compazine in my purse.  Needless to say, my son was born with neurological issues which have lasted a lifetime."""
114123,0,"""Vyvanse has worked wonders for me. It doesn&#039;t have the crash that other ADHD medications gave me and still keeps my attention up. """
114289,1,"""I take AcipHex every morning to control my heartburn symptoms.  After I eat breakfast, I get heartburn from the coffee and juice.  I take AcipHex after breakfast and I always find it works really fast to make my heartburn go away.  Even when I go to bed at night, I don&#039;t have heartburn.  The other best thing is that it&#039;s a tiny pill, and it&#039;s so easy to swallow.  Half the time I don&#039;t even have to have something to drink."""
114592,1,"""This medication works as well as Prilosec but the super fat pill makes swallowing very difficult, which is why I quit using it and why I have it a low rating. Most people with GERD suffer from an inflamed esophagus and the creators of this pill should have taken that into account. I went back to Prilosec after a week of painfully trying to swallow this pill."""
115466,0,"""I started on Victoza 3 months ago.  My A1Cs were 190s and now at the 130s level.
Victoza was added to the medicines I was already on -  Metformin and Lantus.  Glyburide was eliminated.  I have lost 30 lbs to date.  Have had some nausea and loose bowels but nothing major. I am very pleased."""
115681,0,"""For me Adderall has changed my life remarkably for the good; without Adderall I wouldn&#039;t be able to work 40 hours a week like I do as well as going to school full-time. Yes it may be a amphetamine and  produce similar euphoric highs  to meth and MDMA, however it is far different as far as when it is broken down chemically. For those who have little knowledge in chemistry, just one small change in the chemical structure to a drug that may seem so insignificant can actually change the drug dramatically when it comes to the side effects. Adderall is a very useful drug and provides many benefits with much less side effects then the other not so good drugs in its class."""
115773,1,"""It&#039;s the best medication for my acid reflux, chronic heartburn. Two capsules and I no longer wake at night with painful heartburn. I can continue to enjoy my normal (somewhat spicy) foods without suffering afterwards.
Please note - the instructions tell you not to take it for more than 14 days. Then take a break of nearly 4 months before starting another course. The over the counter Prevacid is NOT for daily use ad infinitum.
If it doesn&#039;t help, then you need to see a doctor!!"""
115791,1,"""I have been a poster child and lab rat for every H2 Blocker and Proton Pump inhibitor for the that last 30 years. Having severe GERD and Hiatus Hernia. I can tell you that this product is the BEST!"""
116217,0,"""I started taking this medication for migraines yesterday although I was prescribed it about a month ago. I was very hesitant to start it because of the side affects, but Monday I had the worst migraine with aura I have had in about 6 months. I am taking 25 mg twice a day. My provider wants me slowly elevating by 25 mg per week until I reach 150. I feel very cloudy today, but it might be because I am still recovering from my migraine. I will update in a month."""
116353,1,"""Dexilant caused diarrhea / IBS / Dairy allergy- I was prescribed it for severe heartburn /hiatus hernia/ stomach inflam. and it helped a lot.  I stopped taking dexilant 10 months ago due to severe diarrhea, cramps,nausea, bile, waking in middle of night with cramps and 1/2 hour painfull diarrhea / constipation combo /awfull cramps, gas- what I&#039;ve read on this thread I&#039;m not alone. I hate to tell those who  recently started this that  have had these issues with dexilant and  10 months off this poison and I&#039;m still suffering. I now have a dairy allergy, only after removing dairy from my diet are my severe symptoms relieved. I eat any dairy and I&#039;m sick again for 2-3 days. Existing IBS is worse than before, now a daily struggle. """
117600,1,"""Was in last timister with my third child. Baby was breach and  head pushed up on my stomach. Constant severe heartburn and acid reflux. Tried ALL know medication available. Finally I WAS BLESSED with dexilant. Terrible syptoms went away rapidly. I recommend this to anyone who will listen"""
118134,1,"""had GERD for 3 weeks couldn&#039;t even sleep at night. So I decided to try nexium 24 hour after a bit of research. I&#039;ve been on it now for 5 days and for me it works wonders. Now I can even eat , got my appetite back. All I can say after reading a lot of reviews pros and cons it really helped me but to each his or hers own. I had nothing to lose."""
118176,1,"""A word to the wise be sure the Doc. knows what medicines you are on before you take this medicine. I have acid reflux really bad. Went to the ER couldn&#039;t breathe, lost my voice, felt like I had an extremely tight chest. They diagnosed me with Gurd, I said I think I have caught the stomach bug. The ER Dr. gave me (2) shots of Reglan and a prescription to fill. Next morning I take my first dose spend the next two days confused, anxious, down and depressed. Looked up side effects of Reglan and realized it didn&#039;t mix well with the meds that I take daily and I had been given a little to much at once. After taking a couple days of musinex for congestion, mylanta for my stomach, inhaler to breathe 3 days later stomach bug gone!"""
118254,0,"""I took this medication a little over 3 hours ago and all of the sudden started feeling nauseous and started cramping. I got in the shower, ate some bread, and drank a bottle of water and I seem to be doing okay now. If this medication does what it&#039;s supposed to do then it&#039;s worth it. Small price to pay for being stupid and having unprotected sex."""
118264,0,"""I have been struggling with acne over half my life. I had tried over the counter remedies (benzoyl peroxide etc). My skin was never fully clear and I wanted to go for the final cleanse. I went to my Dr who prescribed Tactupump. I was expecting it to get worse before it got better, which is normal. It however continued and quickly became the worst acne I ever experienced. By the end of 2 months I had large cysts all over my face in places I never got pimples before, high on my cheeks and heavily on my jaw line. The cysts would form on top of each other and my face was visibly inflamed and swollen. My doctor immediately took my off the medication and put my on an oral anti-biotic to relieve the flare up. I now have large dark scars."""
118309,1,"""Great medicine, I find it works best when I take it everyday around the same time. Also, I went to the Kapidex website, registered there and got a coupon for $25 for 30.  I&#039;ll gladly pay $25 per month for the relief this medicine brings."""
118712,1,"""This medication helps, although I have to take it twice a day and about 40mg at a time for gastroesophageal reflux disease. Does not stop all the burning problem, however does help take the edge off the pain so one can work."""
119458,0,"""I have been dealing with chronic nausea/vomiting for almost a year. I have had every test in the book and they all come back negative. I&#039;ve tried medications for irritable bowel syndrome and I&#039;ve tried Phenegran and Zofran. None of which worked. I also used the transdermal Scoplamine patch, which helped a little. Finally, my doctor prescribed Compazine suppository and I have had great relief of my nausea/vomiting. I hope to be able to stay on this for a long time. It is a wonder medicine."""
119887,1,"""It works wonders for the heartburn, but I can&#039;t handle the side effects, I have awful diarrhea, vomiting, weight gain, headaches, nausea, stomach aches. It&#039;s not the normal side effects, but I haven&#039;t had any heartburn. I&#039;m probably in that &gt;1% that has bad side effects."""
119905,0,"""Morphine is typically administered in a hospital setting through IV. They take this route because pain relief is essentially instant. The main difference w/these coated pills, while they are a higher milligram (60mg), I was given anywhere from 2 to 4mg through my IV. Some would say the upside through your IV, is the instant relief (in the ER, that&#039;s the point),but the duration of relief (some say),is shorter than that of the pills, which by design are rated to last 12 hrs. The info along w/the script says the coating is there because it&#039;s an extended-release tablet, hence the 12hr rating for pain relief. They make an immediate release pill but for home use most dr&#039;s will script these. Sometimes norco is added for immediate relief as needed."""
119961,0,"""I have taken this drug for two years.  First at 20 mg for one year, and now at 10 mg.  It worked starting in less than a week.  It did get to the point where I was blitzed (sleepy) way too much at 20mg.  It is a libido killer, that is true, sad to say.  And I got fat.  However, the antidote is to work out like crazy.  I ballooned from 207lb to 222lb, and today I am now at 205lb &amp; dropping.  The drug makes you want to eat; I don&#039;t think the drug directly makes you fat.  My depression went from a 9 out of 10 to a 1.  My anxiety went from an 8 out of 10 to a 3.  So, the drug is worth it.  No there is no perfect drug, but if you want to be well, well...consider what I say, and best wishes as you work towards remission."""
120085,1,"""10  years had daily heartburn. Tried every prescription and over the counter medicine with minimal relief. Continued to have daily breakthrough heartburn. Ended up eating tums like candy, then took Dexilant, 5 days later realized I hadnt taken any tums and not one episode of heartburn. This is an awesome new medication!"""
120531,0,"""I&#039;ve been taking these two days and already I can feel and see the difference my stomach has went so flat it&#039;s unbelivable I&#039;m so happy with the results already and I can&#039;t wait to see the ending result I would recommend these to anyone who is willing to loose weight it&#039;s amazing. I&#039;m happy with the results in two days so God knows what it will be like after 2 months."""
120537,1,"""I have suffered with acid reflux (inflammation) for over one year, which affected my life massively. I was at my wits end, I completely changed my lifestyle (diet) cutting out all spicy foods (which I love) swapping for yogurts, lots of vegetables and probiotics, helped a little but I&#039;d still suffer with acid reflux every single day. In the end I felt depressed and unable to feel happy. I had an infection called &quot;H pylori&quot; which I feel caused me serious health issues including deficiencies with B12 and folic acid as well as many many more health issues. Anyways in short I&#039;ve recently been prescribed Esomeprazole 20 mg and OMG within one day I felt miles better, reflux gone and so much stomach relief- this medicine really did help me hugely."""
120738,0,"""I  started on 60 MG of noritripteline at the age of 65 as a replacement for Cymbalta, which I could no longer afford.  I found that when it was combined with 100 MG of sertaline (zoloft).  This combination gave me the greatest relief from the chronic depression I have suffered from since the age of 15.

But I was not aware of its anticholinergic effects on older people which manifested at age 67 when I began to experience problems walking,  repeated falls, lethargy, mental confusion and memory problems.  In addition to the noritripteline,  I was also taking benadryl (over the counter) to aid with sleep at night,  another anticholinergic drug. Both medications can be detrimental in older population groups and result in my symptoms."""
120910,0,"""I have been prescribed Oxycontin 60mg for well over 6 years now in just in the last 2 months I have gotten a refill  I know for a fact that either the manufacturer or where they get  their medication through there has been a shortage of the medication per the dosage compared to what it used to be. I don&#039;t know at what level this is occurring .  Whether this is another Government regulation that says if someone is prescribed 60mg tablets the manufacturer is only allowed to put 30mg in that tablet?  I have been on this same medication for a long time and starting December 2015 and January 2016 my medication has been shorted. My body goes through tremendous withdrawal symptoms each month I refill this medication.  I need an answer."""
120948,1,"""I was given Dexilant for irritable bowel syndrome due to severe pain after eating on my left side.  The pain disappeared and I felt great.  No more problems sleeping or getting up in the middle of the night for a bowel movement.  Then I started realizing that I was itching all over, but nothing was there.  There was a prickly feeling in my skin all over which got worse at night. I also seemed to have a sensitivity to fabrics including smooth microfiber.  When I looked up the medicine I noticed you are only supposed to take it for 8 weeks (taken 30 days) and that it has a slew of side effects including itching.  As much as it has cured my stomach issues, I can&#039;t take the itching constantly so I am quitting."""
121559,0,"""Hi my protocol was 12 day 500 mg 3x daily Flagyl for C Diff. Many bad side effects. I felt very unusual. Day 6 the pain and cramping subsided. I used medical marijuana before I&#039;d eat the fat free dairy free no raw veggies high soluble fiber diet. I drank a gallon of water after last horrid Flagyl so nasty. Citrus fruits. Bland small snack meals. 24 hours after I had 2 glasses of chardonnay with small dinner. There is hope! I&#039;ve finally after 3 weeks turned the corner feeling better. RESTRICT diet. You will save relapse. Drink Kefir yogurt milk. It contains live probiotics and supplement with unlive probiotic capsules. Best ones found on colon website are at Amazon $25 for 30 days. Higher concentration called Nexabiotic Advanced Probiotic ."""
121704,1,"""I have taken every medicine out there for my acid reflux and I am so grateful to have found aciphex works well. I still have bad days but i&#039;ve tried to skip days without taking my aciphex and can tell a huge difference."""
121709,0,"""I have been a migraine sufferer for over 30 years, and several of the &quot;triptans&quot; have proved to be effective as I&#039;ve found out as my insurance has dictated, but Zomig continues to be my go to remedy.  Over 10 years ago I found that if I took a triptan and lit a cigarette, my heart would race.  That was probably a very good thing, as the choice between getting rid of the migraines or getting rid of the cigarettes became easy.  Zomig allows me to function even when I wake up with a full blown migraine.  I count on it!"""
121725,1,"""***ZANTAC CAUSES PANIC ATTACKS***
I was prescribed Zantac regularly (1-2x daily) for acid reflux. I developed notably worsened anxiety and nocturnal panic attacks where I would wake up almost every night 2-3 hours after falling asleep with episodes of vivid nonsensical dream-like episodes lasting 2-3 hours. I would have a hard time figuring out simple things like how to open my door or plug in my phone charger to call home. I would keep parents on the phone for 2-3 hours asking them to come get me for no reason even when I had work the next morning. I was constantly confused and dizzy even during the day and it began significantly affecting my work performance. I did research on my own and found out Zantac can cause all the above. I contacted my psychiatrist, who did not know I was on Zantac and they told me Zantac can do this and has had several patients experience this. Since I stopped taking Zantac I have slept full nights with no episodes &amp; minimal to no anxiety. I have never had any experience like this prior to being on Zantac. I would NEVER recommend anyone take Zantac."""
121761,0,"""I have taken Lexapro 20mg for two years now for anxiety and it has been great. I do feel tired through the day at times, but I gladly take that in comparison to panicking all day for no reason. This stuff can work if you give it a chance."""
121886,0,"""I&#039;m 20 with no children. Have had Mirena for a month. Bad cramping when inserted and the whole day after. No cramping since. Started my period shortly after, was significantly lighter than normal. I&#039;ve been spotting every day since though. A bit annoying but it should go away. Got a little acne but it&#039;s almost gone, and I&#039;ve been more irritable than usual."""
121902,0,"""I would recommend this product to anyone.  I used the product and it stopped the itching and discomfort almost immediately.  I haven&#039;t had any issues at all since."""
122105,1,"""23 years of heartburn/acid refulx.  Dealt with it during the day, but took Zantac 350 nights a year before bed.  Slept on elevated bed or 8 pillows too.
Finally went to an gastro doc and he gave me samples of Dexilant.  I only take one every other day, even though prescribed for daily use.  Haven&#039;t had one episode of heartburn in 8 weeks now, and I sleep flat.  No side effects for me either, except a little weight gain because I can eat late at night!"""
122167,0,"""wow I cannot believe the negative comments.. well i was on many different medications, i mean from oxycontin, opana, dilaudid u name it i been on it. I have chronic back pain had 2 surgeries. I personal love the medication it works for me and as far as having nausea absoulety none at all. Every one say they got nausea, maybe u need to start out at a low dose. I am on the highest dose and i love it. yes the film does stick but its not bad to me.so to anyone out there i suggest everyone is different and give it a try. idk maybe it works best for different kinds of pain. when i was on oxycontin now that made me nausea and felt like i could&#039;t breathe.."""
122187,0,"""I&#039;m 16 and was diagnosed with bipolar disorder type II a month ago. I was put on Lamictal six days later. Around two weeks of the effective dosage, I started to see stability in both my depression and hypomania without any personality change or affective flattening. I did get canker sores however, but no signs of the SJS rash yet. This is overall a pretty effective medicine from my experience."""
122528,1,"""This works amazing. I have been on it for about 20 years. My GERD is gone, but all my bones shattered when I fell of bed. This drug makes your bones brittle like uncooked ziti."""
122718,1,"""Took this a year ago for about 3 months, and seemed to work for the most part.  Just had a little bit of stomach &#039;pain&#039; due to the PPI&#039;s being blocked.  Went off after that duration and had few issues.  Later, I was on it for two weeks and it gave me strange side effects like lower abdominal aches in the back, a &#039;butterfly in the stomach&#039; sensation that would not go away to the point where I would get &#039;attacks&#039;.  In the future, I&#039;ll only use this medicine for a week or so in case I really need it."""
122785,1,"""I take this medicine every morning, if I miss one I suffer all day. I want to come off this medicine as I have been on it for over 4 years now. I am 21."""
123364,1,"""My 12 year old son has GERD that gets worse when school starts and better over the summer. 2 years ago he was on Ranitidine 150 1x per day and Nexium 1x per day for months. Now he takes Ratinidine for flares. I have found that a good diet, reduced stress, and taking digestive enzyme supplements before meals help to avoid meds. When he does have a flare up of reflux, Ratinidine works well to get it under control."""
123488,1,"""So far, famotidine is working great for my chronic GERD, acid reflux. I also made life changing eating habits and added even more exercise to my routine but I still have this condition. Also, need to eat more frequently every 2-3 hours, small snacks and meals really helps. I usually take one of these when I feel it coming on, usually in between meals and it quickly calms it. I only take one a day and then if I feel it at night after dinner or right before bed I take 150mg Zantac (ranitidine). I try to limit to only ONE 20mg famotidine and ONE 150mg Zantac a day. Seems to work quite well. Too much of any PPI or H2 blockers and you can reverse the process of what you&#039;re trying to achieve. I only take a couple Tums when in desperate need."""
123572,0,"""This pill is great. I have been on it for nearly 4 years without any major problems. I started this pill solely because my bleeding was so heavy, I couldn&#039;t maintain my everyday routine when I was on my period. Now, I do not get a period whatsoever which is AMAZING. I have had no weight gain, no breakouts &amp; no mood swings. The only drawback: low sex drive."""
123611,1,"""This stuff is really awful. 
Within a week tore my bicep,
Hands felt like cerebral palsy set in. 
Absolutely the worst medicine I have ever taken!!!
Beware beware beware!!!"""
124049,1,"""After 3 days on Nexium my reflux is completely gone. But I now have nausea, body aches, constant mild headache, rash, tiredness, dizziness and worst ever stomach cramps."""
124849,0,"""I have a bad habit of getting on and off birth control due to relationship status, because I hate taking it. I finally found one that I like Aviane. After feeling really emotional the first few weeks (only reason I didn&#039;t give it 10 out of 10), I&#039;ve totally mellowed. No weight gain at all, and after my third round of full packs, I had no cramping before my period, which is unheard of."""
125082,1,"""If I could give it -10 I would. I took this poison for over a year. It seemed to control the acid reflux but I had horrific side effects all of a sudden. I had a severe panic attack, felt very jittery, blurry vision, pressure in my brain, leg twitches, loss of appetite. I didn&#039;t know what was going on. I went to my former idiot doctor. It never even occurred to him that maybe it could be the Dexilant. Even after asking him if my symptoms could be caused by the Dexilant he said he was 99% sure they were due to me caring for my father who has Dementia. This moron didn&#039;t even bother to look up the side effects of the drug. Luckily even in the state I was in I decided to stop taking Dexilant and slowly I began to feel better. Nasty drug!"""
125364,1,"""Rabeprazole worked great for me for the first 10 days and it has worked wonderfully for my husband for 2 years.  Unfortunately on approx the 13th day of treatment I developed severe and fluctuating blood pressure (198/118 top noted), panic &amp; anxiety attacks lasting for hours, facial numbness, chest tightness, dizziness, etc.  I&#039;m not on any other medicines.  I stopped taking it and after 3 days, symptoms slowly dissipating."""
125457,0,"""I was prescribed this medication along with Nortriptyline after a mild brain injury.  It worked for the headaches, but caused dry mouth and weight gain.  My doc thinks it&#039;s worse due to the med combo.  I really want to go off the medication!"""
126406,0,"""I have been on Synthroid since 2006. I have had significant weight gain and can&#039;t get rid of it. This medicine has helped with the cold chills and irritability."""
126699,0,"""It did make some of my pimples smaller however my face is now red and itchy! My left cheek is swollen and has a red patch on it."""
127080,1,"""I have suffered from erosive esophagitis and GERD for over 5 years.  After the use of numerous medications, Prevacid has worked the longest and most consistent with control of diet."""
127271,1,"""I&#039;ve been taking it for four years now and it has been helping a lot with stopping the heartburn and acid reflux. However, I now have to stop taking it since it is causing osteoporosis."""
127419,1,"""I have a severe acid reflux and my doctor recommended Nexium. I took it only 5 days and experienced no difference whatsoever. Absolutely no change. I still have severe acids and to be honest the drug seemed to make my symptoms worse. As well I am 100% sure it interacts with antidepressants and lowers their effectiveness! So if you are taking SSRI, please be aware!"""
127431,0,"""Cialis is a miracle. Because of a new partner in my life, I was having performance anxiety, contributing to erections that were weak at best. Dr. gave me a prescription for 6, 20mg tablets per month, because that&#039;s all the insurance would pay for. Was told that I could split these in half, but I split into fourths, making each about 5mg. I generally take 5mg early Friday, which has a noticeable effect, then another 5mg as a &quot;booster&quot; when I think there might be intercourse soon. Amazing results that last for a couple of days for this 55 year old, and haven&#039;t noticed any negative side effects."""
127879,1,"""I had been prescribed this medication, I was to take it every morning and night to prevent my symptoms of GERD. I had done that for about a month or less, and I was also to take it when the pain had come. It worked wonderfully. I had stopped taking the medication, and then when I did need the pain to stop, the medication was and is still ineffective."""
128443,0,"""I was a 30 year pack a day smoker. I took Chantix and in 3 weeks I had totally  quit. .no side effects,felt great. It is now 7 years I am smoke free and, I never miss it .
thank you Chantix"""
128460,0,"""I started taking this birth control in September when my acne started to become uncontrollable. It has helped immensely with my hormonal skin issues. However, I started breaking out along my cheeks where I had never previously broken out before. I realized this area was related to stomach issues and read that birth control can kill the good bacteria in the stomach lining. If you&#039;re experiencing break outs along your cheeks I highly recommend taking a probiotic daily in conjunction with your birth control! It has helped immensely!! My skin is looking so much better! However, each month I seem to get really depressed right before the week of the placebo pills and am hoping this side effect subsides!! Just be very wary of this!!"""
128645,1,"""Was diagnosed with &#039;silent&#039; GERD with erosive esophagus.  Put on omeprazole for a couple weeks, then got prescription Dexilant for a couple weeks.  Both gave me daily very uncomfortable symptoms of heartburn that I had never had before.  My doctor said I was his first &quot;failure&quot; on that medication."""
128664,1,"""I only discovered I had GERD from an endoscopy.  I&#039;ve always had a horrible stomach, but recently had a constant sore throat.  The Protonix worked wonders!  But then I noticed I was constipated and had a huge appetite.  I briefly switched medicines but went back to Protonix.  It was when I started taking it again and had two abdominal exams that I realized my liver was enlarged.  The doctors immediately dismissed it since I&#039;ve had my gallbladder removed.  They said it was scar tissue.  My daughter has eosinophilic colitis so I&#039;m really just focused on her gastrointestinal care, but at my next follow up I will address the issue.  I did cut out milk/dairy from my diet and that seemed to help as much as the medicine!"""
128945,0,"""I had 3 t tests to stop my heart back to normal rhythm but amiodarone did the trick."""
